feed_start,feed_end,Glc_feed_rate,Glc_0,VCD_0
1.510204081632653,10.724489795918368,16.632653061224488,34.48979591836735,0.6785714285714286
2.0,10.908163265306122,19.081632653061224,32.857142857142854,0.5153061224489796
2.489795918367347,10.357142857142858,19.693877551020407,40.20408163265306,0.6173469387755102
1.1428571428571428,8.091836734693878,15.408163265306122,66.3265306122449,0.7908163265306123
2.326530612244898,8.520408163265307,19.89795918367347,54.08163265306122,0.8724489795918368
2.204081632653061,8.704081632653061,17.448979591836736,55.714285714285715,0.9744897959183674
2.979591836734694,10.846938775510203,18.877551020408163,67.14285714285714,0.7806122448979591
2.2448979591836737,9.683673469387756,14.183673469387756,56.53061224489796,0.7295918367346939
1.346938775510204,8.459183673469388,11.53061224489796,57.3469387755102,0.6989795918367347
2.816326530612245,8.948979591836736,17.244897959183675,54.89795918367347,0.8418367346938775
1.2244897959183674,9.193877551020408,16.224489795918366,37.755102040816325,0.923469387755102
2.5306122448979593,10.479591836734697,13.775510204081632,50.0,0.596938775510204
2.7755102040816326,8.642857142857142,16.836734693877553,53.265306122448976,0.6887755102040816
2.8979591836734695,8.33673469387755,17.04081632653061,42.6530612244898,0.7397959183673469
1.3877551020408163,9.377551020408164,12.755102040816324,65.51020408163265,0.9132653061224488
1.8775510204081631,9.255102040816327,19.48979591836735,47.55102040816327,0.9540816326530612
2.653061224489796,8.03061224489796,18.6734693877551,63.87755102040816,0.7091836734693877
2.36734693877551,10.112244897959185,18.06122448979592,45.10204081632653,0.5051020408163265
1.183673469387755,10.785714285714285,16.020408163265305,41.0204081632653,0.8112244897959184
2.857142857142857,10.051020408163264,14.79591836734694,36.93877551020408,0.5561224489795918
2.2857142857142856,8.887755102040817,15.0,35.30612244897959,0.6581632653061225
1.306122448979592,9.86734693877551,16.42857142857143,59.79591836734694,0.6071428571428571
2.163265306122449,9.316326530612244,19.285714285714285,30.40816326530612,0.8928571428571428
2.6938775510204085,8.153061224489797,10.918367346938776,52.44897959183673,0.9948979591836736
1.469387755102041,10.60204081632653,13.36734693877551,63.06122448979592,0.5663265306122449
1.5510204081632653,9.806122448979592,12.551020408163264,64.6938775510204,0.7704081632653061
2.0408163265306123,9.43877551020408,17.653061224489797,67.9591836734694,0.5459183673469388
2.0,9.5,15.0,50.0,0.75
1.6326530612244898,10.23469387755102,12.142857142857142,32.04081632653061,0.576530612244898
1.1020408163265305,10.96938775510204,15.612244897959185,38.57142857142857,0.8316326530612245
1.836734693877551,9.744897959183673,12.346938775510203,68.77551020408163,0.75
